"","to_npi","from_npi","patient_count","transaction_count","average_day_wait","std_day_wait","hospital_type","pcp_class","pcp_special","to_organization","full_name","credential_text","middle_name","name_prefix_text","name_suffix_text","pcp_communityid","hospital_communityid"
"1581",1508247016,1417040205,61,87,5.46,31.292,"Medicare Defined Swing Bed Unit","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JOHN BEUERLEIN","MD","T","NULL","NULL",1390,1390
"1582",1508247016,1659342384,66,74,44.865,72.279,"Medicare Defined Swing Bed Unit","Internal Medicine","Cardiovascular Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","VAFA MANSOURI","D.O.","CYRUS","DR.","NULL",1390,1390
"1583",1508247016,1316351844,315,586,2.507,18.513,"Medicare Defined Swing Bed Unit","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","ANDRIUS LESCAUSKAS","D.O.","NULL","DR.","NULL",1390,1390
"1584",1508247016,1306891262,40,50,37.16,57.796,"Medicare Defined Swing Bed Unit","Internal Medicine","Advanced Heart Failure and Transplant Cardiology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","MARK AARON","M.D.","FREEMAN","NULL","NULL",1390,1390
"1585",1508247016,1922278126,212,236,22.903,49.412,"Medicare Defined Swing Bed Unit","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","MICHAEL THOMAS","M.D.","AUSTON","DR.","NULL",1390,1390
"1586",1508247016,1184611493,47,56,35.339,40.469,"Medicare Defined Swing Bed Unit","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","MICHAEL STEWART","MD","T.","DR.","NULL",1390,1390
"1587",1508247016,1528055381,37,50,45.8,64.349,"Medicare Defined Swing Bed Unit","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","LINDA FOSTER","M.D.","A","DR.","NULL",1390,1390
"1588",1508247016,1003813874,384,835,2.339,16.804,"Medicare Defined Swing Bed Unit","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","KEITH WEBB","MD","PHILLIP","NULL","NULL",1390,1390
"1589",1508247016,1568488708,47,64,39.938,61.483,"Medicare Defined Swing Bed Unit","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","CETIN HEKIMOGLU","MD","NULL","NULL","NULL",1390,1390
"1590",1508247016,1336147776,290,688,1.972,17.758,"Medicare Defined Swing Bed Unit","Pediatrics","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","SONJA WEBB","M.D.","TERRY","NULL","NULL",1390,1390
"1591",1508247016,1710920467,43,53,19.547,21.121,"Medicare Defined Swing Bed Unit","Family Medicine","Adult Medicine","SAINT THOMAS RIVER PARK HOSPITAL, LLC","TIMOTHY FISHER","D.O.","MARK","NULL","NULL",1390,1390
"1592",1508247016,1922045137,70,81,33.543,64.238,"Medicare Defined Swing Bed Unit","Internal Medicine","Cardiovascular Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JOSEPH BOYD","M.D.","J.","NULL","JR.",1390,1390
"1593",1508247016,1952397606,46,61,27,46.534,"Medicare Defined Swing Bed Unit","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JIMMY JENKINS","MD","E.","DR.","NULL",1390,1390
"1594",1508247016,1598973273,51,69,23.29,40.787,"Medicare Defined Swing Bed Unit","Internal Medicine","Medical Oncology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","YANJUN MA","M.D.","NULL","DR.","NULL",1395,1390
"1595",1508247016,1023019429,103,129,29.124,57.86,"Medicare Defined Swing Bed Unit","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","BRYAN CHASTAIN","M.D.","DEE","DR.","NULL",1390,1390
"1596",1508247016,1295709897,79,83,22.747,53.172,"Medicare Defined Swing Bed Unit","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","TOCHUKWU IKEJIANI","M.D.","C.","NULL","NULL",1390,1390
"1597",1508247016,1780623579,39,51,28.157,44.676,"Medicare Defined Swing Bed Unit","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JIMMIE WOODLEE","M.D.","DALE","DR.","NULL",1390,1390
"1598",1508247016,1285627398,189,222,20.216,45.894,"Medicare Defined Swing Bed Unit","Internal Medicine","Clinical Cardiac Electrophysiology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","STEPHEN FAHRIG","MD","A","NULL","NULL",1390,1390
"1599",1508247016,1154341543,61,82,36.134,58.367,"Medicare Defined Swing Bed Unit","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","SUSAN HARLOW","M.D.","B","NULL","NULL",1390,1390
"1600",1508247016,1770521502,62,71,15.817,36.001,"Medicare Defined Swing Bed Unit","Internal Medicine","Interventional Cardiology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","MARK KOENIG","M.D.","NULL","NULL","NULL",1390,1390
"1601",1518346469,1417040205,75,91,6.33,19.522,"General Acute Care Hospital","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JOHN BEUERLEIN","MD","T","NULL","NULL",1390,1390
"1602",1518346469,1033187810,34,50,35.26,50.288,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","RICHARD PARRISH","MD, FCCP","EARL","NULL","NULL",1395,1390
"1603",1518346469,1952397606,216,402,21.246,31.688,"General Acute Care Hospital","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JIMMY JENKINS","MD","E.","DR.","NULL",1390,1390
"1604",1518346469,1932172624,248,360,34.719,49.865,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","GORDON JACOBS","M.D.","JACKSON","DR.","NULL",1390,1390
"1605",1518346469,1659342384,219,301,24.575,52.943,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","VAFA MANSOURI","D.O.","CYRUS","DR.","NULL",1390,1390
"1606",1518346469,1982661617,78,132,27.182,45.672,"General Acute Care Hospital","Internal Medicine","Nephrology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","CHRISTIE GREEN","MD","A","NULL","NULL",1395,1390
"1607",1518346469,1144221391,321,605,20.945,33.789,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","HOMER KIRBY","D.O.","E","DR.","III",1390,1390
"1608",1518346469,1770521502,187,281,11.498,28.712,"General Acute Care Hospital","Internal Medicine","Interventional Cardiology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","MARK KOENIG","M.D.","NULL","NULL","NULL",1390,1390
"1609",1518346469,1033278429,30,59,15.576,25.561,"General Acute Care Hospital","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","EVELYN CINTRON","MD","NULL","DR.","NULL",1390,1390
"1610",1518346469,1306891262,163,225,17.484,31.397,"General Acute Care Hospital","Internal Medicine","Advanced Heart Failure and Transplant Cardiology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","MARK AARON","M.D.","FREEMAN","NULL","NULL",1390,1390
"1611",1518346469,1952454332,166,254,36.327,55.748,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JUDY COLE","N.P.","GAYLE","NULL","NULL",1390,1390
"1612",1518346469,1528005667,110,145,29.676,57.221,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","RICK BENNETT","M.D.","LEE","NULL","NULL",1390,1390
"1613",1518346469,1780623579,286,531,20.787,30.178,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JIMMIE WOODLEE","M.D.","DALE","DR.","NULL",1390,1390
"1614",1518346469,1669799532,65,73,0,0,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","STEVEN BOULDIN","M.D.","LEANDER","NULL","NULL",1395,1390
"1615",1518346469,1629064738,247,472,21.042,35.657,"General Acute Care Hospital","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","HARRY BURCK","MD","E.","DR.","JR.",1390,1390
"1616",1518346469,1295709897,323,359,2.557,22.026,"General Acute Care Hospital","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","TOCHUKWU IKEJIANI","M.D.","C.","NULL","NULL",1390,1390
"1617",1518346469,1710920467,186,356,17.947,29.888,"General Acute Care Hospital","Family Medicine","Adult Medicine","SAINT THOMAS RIVER PARK HOSPITAL, LLC","TIMOTHY FISHER","D.O.","MARK","NULL","NULL",1390,1390
"1618",1518346469,1023019429,366,602,23.658,41.822,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","BRYAN CHASTAIN","M.D.","DEE","DR.","NULL",1390,1390
"1619",1518346469,1447284864,193,249,16.715,40.282,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","MUHAMMAD MALIK","MD","FAYAZ","DR.","NULL",1395,1390
"1620",1518346469,1518974732,45,60,29.9,45.651,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","DENISE DINGLE","MD","R","NULL","NULL",1408,1390
"1621",1518346469,1003813874,442,815,5.293,25.236,"General Acute Care Hospital","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","KEITH WEBB","MD","PHILLIP","NULL","NULL",1390,1390
"1622",1518346469,1871685743,117,126,11.683,32.092,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","SHARON JACKSON","MD","ANN","NULL","NULL",1390,1390
"1623",1518346469,1568488708,268,597,18.889,38.456,"General Acute Care Hospital","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","CETIN HEKIMOGLU","MD","NULL","NULL","NULL",1390,1390
"1624",1518346469,1497794291,60,70,22.457,59.187,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","ROBERT STEINER","P.A.","ALAN","MR.","NULL",1390,1390
"1625",1518346469,1154341543,325,649,16.622,33.79,"General Acute Care Hospital","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","SUSAN HARLOW","M.D.","B","NULL","NULL",1390,1390
"1626",1518346469,1780819375,153,270,25.233,37.862,"General Acute Care Hospital","Internal Medicine","Hematology & Oncology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","CHRISTOPHER WAYNICK","M.D.","ANTHONY","DR.","NULL",1395,1390
"1627",1518346469,1316351844,336,552,3.683,23.073,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","ANDRIUS LESCAUSKAS","D.O.","NULL","DR.","NULL",1390,1390
"1628",1518346469,1821080961,47,57,43.193,53.225,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","WILLIAM SHERWOOD","MD","HANFORD","DR.","NULL",1408,1390
"1629",1518346469,1598973273,232,605,15.845,33.309,"General Acute Care Hospital","Internal Medicine","Medical Oncology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","YANJUN MA","M.D.","NULL","DR.","NULL",1395,1390
"1630",1518346469,1922278126,726,925,0.397,8.011,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","MICHAEL THOMAS","M.D.","AUSTON","DR.","NULL",1390,1390
"1631",1518346469,1922045137,377,487,22.951,52.37,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JOSEPH BOYD","M.D.","J.","NULL","JR.",1390,1390
"1632",1518346469,1396799979,139,200,23.545,43.964,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","ARTHUR CONSTANTINE","M.D.","EMANUEL","NULL","NULL",1390,1390
"1633",1518346469,1255316519,99,253,8.877,24.347,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","ALMA TAMULA","MD","MACATANGAY","DR.","NULL",1390,1390
"1634",1518346469,1861405409,43,59,40,46.376,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JAMES POLINER","MD","K","NULL","NULL",1395,1390
"1635",1518346469,1205822962,129,227,17.15,26.939,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","DANNIE GLOVER","MD","W","DR.","NULL",1390,1390
"1636",1518346469,1285627398,591,809,18.532,38.091,"General Acute Care Hospital","Internal Medicine","Clinical Cardiac Electrophysiology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","STEPHEN FAHRIG","MD","A","NULL","NULL",1390,1390
"1637",1518346469,1982672507,76,79,6.747,28.15,"General Acute Care Hospital","Internal Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","MUHAMED FAOUR","MD","SALAH","MR.","NULL",1395,1390
"1638",1518346469,1811158942,164,273,29.806,44.097,"General Acute Care Hospital","Internal Medicine","Hematology & Oncology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","JEREMY MCDUFFIE","M.D.","SCOTT","DR.","NULL",1395,1390
"1639",1518346469,1609848738,95,142,20.683,46.944,"General Acute Care Hospital","Internal Medicine","Gastroenterology","SAINT THOMAS RIVER PARK HOSPITAL, LLC","WILLIAM ALEXANDER","M.D.","F","DR.","NULL",1393,1390
"1640",1518346469,1427180868,175,235,29.855,54.808,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","EDWARD RHIM","M.D.","D.","NULL","NULL",1395,1390
"1641",1518346469,1457346132,255,440,16.111,40.058,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","DAVID JARVIS","MD","A","MR.","NULL",1386,1390
"1642",1518346469,1336147776,321,677,1.765,10.908,"General Acute Care Hospital","Pediatrics","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","SONJA WEBB","M.D.","TERRY","NULL","NULL",1390,1390
"1643",1518346469,1184611493,341,553,32.705,39.497,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","MICHAEL STEWART","MD","T.","DR.","NULL",1390,1390
"1644",1518346469,1528055381,172,283,28.541,45.726,"General Acute Care Hospital","Family Medicine","NULL","SAINT THOMAS RIVER PARK HOSPITAL, LLC","LINDA FOSTER","M.D.","A","DR.","NULL",1390,1390
"1645",1538114434,1487644522,100,148,29.081,49.355,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","PAUL YIM","M. D.","S","DR.","NULL",1385,1391
"1646",1538114434,1427008416,34,56,21.571,37.538,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","SUSAN WYATT","M.D.","DIANNE","DR.","NULL",1391,1391
"1647",1538114434,1871696096,153,230,36.83,51.099,"General Acute Care Hospital","Internal Medicine","Rheumatology","HENDERSONVILLE HOSPITAL CORPORATION","MOHAMMAD ALI","M.D","FAROOQ","DR.","NULL",1391,1391
"1648",1538114434,1720493927,428,823,0,0,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","AMANDA ZIMMERMAN","D.O.","NULL","DR.","NULL",1391,1391
"1649",1538114434,1427040021,273,348,20.862,49.122,"General Acute Care Hospital","Internal Medicine","Gastroenterology","HENDERSONVILLE HOSPITAL CORPORATION","MICHAEL DIAZ","M.D.","C","DR.","NULL",1391,1391
"1650",1538114434,1184885923,57,61,2.18,13.282,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","MICHAEL NOTO","M.D., PH.D.","JAMES","DR.","NULL",1384,1391
"1651",1538114434,1750390530,29,57,31.105,40.461,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","THOMAS ZIMMERMAN","MD","F","DR.","NULL",1385,1391
"1652",1538114434,1447366075,636,873,20.922,51.767,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HENDERSONVILLE HOSPITAL CORPORATION","NICHOLAS LIPPOLIS","M.D.","J.","NULL","NULL",1391,1391
"1653",1538114434,1427073451,102,132,2.28,26.199,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","SUSANA DONAGHEY","MD","IRIAS","DR.","NULL",1395,1391
"1654",1538114434,1578615522,357,630,26.463,41.777,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","PAUL LEAVITT","M.D.","J.","NULL","NULL",1391,1391
"1655",1538114434,1740311521,77,106,38.802,64.084,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","NICOLE PAIER MULLAN","M.D.","ANNE","NULL","NULL",1391,1391
"1656",1538114434,1235171596,243,300,4.45,19.814,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","IFEANYI OBIANYO","M.D.","OBI","DR.","NULL",1391,1391
"1657",1538114434,1104933738,1115,1686,13.475,39.635,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HENDERSONVILLE HOSPITAL CORPORATION","JUNG LEE","M.D.","H.","NULL","NULL",1391,1391
"1658",1538114434,1699737056,47,71,29.31,40.445,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","DONALD SPISAK","DO","A","DR.","NULL",1385,1391
"1659",1538114434,1487854311,47,80,37.488,53.305,"General Acute Care Hospital","Internal Medicine","Clinical Cardiac Electrophysiology","HENDERSONVILLE HOSPITAL CORPORATION","GREGORY BASHIAN","M.D.","GARO","DR.","NULL",1386,1391
"1660",1538114434,1306969696,370,804,20.112,36.404,"General Acute Care Hospital","Family Medicine","Geriatric Medicine","HENDERSONVILLE HOSPITAL CORPORATION","RAUL COURET","M.D","NULL","DR.","JR.",1391,1391
"1661",1538114434,1861541351,84,96,33.094,47.194,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","OLUFEMI ODUNUSI","M.D.","O","NULL","NULL",1391,1391
"1662",1538114434,1700810371,193,344,25.991,44.889,"General Acute Care Hospital","Internal Medicine","Medical Oncology","HENDERSONVILLE HOSPITAL CORPORATION","DIANNA SHIPLEY","MD","L","NULL","NULL",1391,1391
"1663",1538114434,1104836741,82,106,36.311,55.3,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","JENNIFER MONTAGUE","MD","L","NULL","NULL",1391,1391
"1664",1538114434,1154324325,127,168,44.411,56.337,"General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","HENDERSONVILLE HOSPITAL CORPORATION","PASCAL DAUPHIN","M.D.","A.","DR.","NULL",1391,1391
"1665",1538114434,1104818889,120,173,29.289,45.037,"General Acute Care Hospital","Internal Medicine","Nephrology","HENDERSONVILLE HOSPITAL CORPORATION","GREGORY ROWBATHAM","M.D.","P.","NULL","NULL",1385,1391
"1666",1538114434,1902858574,45,66,0,0,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","MICHAEL BERNUI","D.O.","R.","DR.","NULL",1391,1391
"1667",1538114434,1144259631,77,110,42.291,48.071,"General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","HENDERSONVILLE HOSPITAL CORPORATION","DEEPTI BULCHANDANI","M.D.","GOPICHAND","NULL","NULL",1391,1391
"1668",1538114434,1881803492,47,62,42.468,47.731,"General Acute Care Hospital","Internal Medicine","Rheumatology","HENDERSONVILLE HOSPITAL CORPORATION","POONAM SOMAI","M.D.","RAMESH","NULL","NULL",1391,1391
"1669",1538114434,1790891315,868,1492,11.473,38.948,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HENDERSONVILLE HOSPITAL CORPORATION","DONALD RUSSO","M.D.","J","NULL","NULL",1391,1391
"1670",1538114434,1063483568,37,67,29.418,55.664,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","TED MILLER","M.D.","J","DR.","NULL",1391,1391
"1671",1538114434,1336433549,54,92,11.098,14.285,"General Acute Care Hospital","Internal Medicine","Medical Oncology","HENDERSONVILLE HOSPITAL CORPORATION","STEPHEN SCHLEICHER","M.D.","MATTHEW","DR.","NULL",1391,1391
"1672",1538114434,1124007984,453,940,0,0,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","MARSHALL JOHNSON","MD","R","DR.","JR.",1391,1391
"1673",1538114434,1558355941,106,238,19,41.329,"General Acute Care Hospital","Internal Medicine","Nephrology","HENDERSONVILLE HOSPITAL CORPORATION","JOJU JOSEPH","MD","MATHEWS","NULL","NULL",1391,1391
"1674",1538114434,1083687305,41,50,32.74,41.431,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","STEPHEN BENNETT","M.D.","V","DR.","NULL",1391,1391
"1675",1538114434,1427046622,142,231,12.1,43.803,"General Acute Care Hospital","Internal Medicine","Infectious Disease","HENDERSONVILLE HOSPITAL CORPORATION","LISA LAYA","MD","NULL","DR.","NULL",1400,1391
"1676",1538114434,1902823099,78,139,28.129,57.547,"General Acute Care Hospital","Internal Medicine","Nephrology","HENDERSONVILLE HOSPITAL CORPORATION","ANUMEET PRIYADARSHI","M.D., M.P.H.","NULL","DR.","NULL",1391,1391
"1677",1538114434,1003113200,297,443,7.752,28.212,"General Acute Care Hospital","Internal Medicine","Critical Care Medicine","HENDERSONVILLE HOSPITAL CORPORATION","DISHA AWASTHI","MD","NULL","DR.","NULL",1391,1391
"1678",1538114434,1679832661,390,885,0.183,5.446,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","TEJASVI KOMMULA","M.D.","NULL","DR.","NULL",1391,1391
"1679",1538114434,1801866199,172,276,29.754,38.57,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","JOHN BAITES","M.D.","E","DR.","JR.",1391,1391
"1680",1538114434,1255674594,68,92,0.141,1.355,"General Acute Care Hospital","Internal Medicine","Infectious Disease","HENDERSONVILLE HOSPITAL CORPORATION","CELESTINE WANJALLA","MD/PHD","NULL","NULL","NULL",1391,1391
"1681",1538114434,1427023894,211,372,22.301,35.86,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","NELL NESTOR","M.D.","E","DR.","NULL",1391,1391
"1682",1538114434,1255355277,61,83,47.916,53.654,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","ROBERT KRAUTH","MD","J","NULL","NULL",1391,1391
"1683",1538114434,1205826526,73,81,38.16,61.099,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","HANNA ILIA","MD","C","MR.","NULL",1391,1391
"1684",1538114434,1720241318,196,416,9.096,30.234,"General Acute Care Hospital","Internal Medicine","Gastroenterology","HENDERSONVILLE HOSPITAL CORPORATION","KRISTIN GAFFNEY","DO","A","MISS","NULL",1385,1391
"1685",1538114434,1124097126,213,388,14.405,32.708,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","GUILLERMO LUDI","M.D.","S","DR.","NULL",1391,1391
"1686",1538114434,1417011008,38,58,33.845,55.518,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","GILBERT BAZALDUA","M.D.","NULL","DR.","NULL",1391,1391
"1687",1538114434,1871770123,36,56,31.714,39.124,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","PHAYTHOUNE CHOTHMOUNETHINH","M.D.","NULL","DR.","NULL",1385,1391
"1688",1538114434,1205879467,143,225,25.311,44.947,"General Acute Care Hospital","Family Medicine","Adult Medicine","HENDERSONVILLE HOSPITAL CORPORATION","MICHAEL KELLOGG","DO","SEAN","DR.","NULL",1391,1391
"1689",1538114434,1770774754,119,166,5.12,33.381,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","OLUMUYIWA ESURUOSO","M.D.","ABOLADE","NULL","NULL",1386,1391
"1690",1538114434,1861485039,34,54,31.389,40.696,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","KENNETH CASE","M.D.","R","DR.","NULL",1391,1391
"1691",1538114434,1144309121,156,267,37.33,50.726,"General Acute Care Hospital","Internal Medicine","Clinical Cardiac Electrophysiology","HENDERSONVILLE HOSPITAL CORPORATION","ROBERT JONES","M.D.","CHRISTOPHER","NULL","NULL",1386,1391
"1692",1538114434,1487723342,294,605,2.136,13.942,"General Acute Care Hospital","Internal Medicine","Pulmonary Disease","HENDERSONVILLE HOSPITAL CORPORATION","RAMESH CHADALAVADA","MD","NULL","DR.","NULL",1391,1391
"1693",1538114434,1295919041,69,89,47.337,50.19,"General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","HENDERSONVILLE HOSPITAL CORPORATION","MEGAN MCCAULEY","MD","MICHELE","DR.","NULL",1391,1391
"1694",1538114434,1336230424,94,157,31.841,45.422,"General Acute Care Hospital","Internal Medicine","Hematology & Oncology","HENDERSONVILLE HOSPITAL CORPORATION","WILLIAM LIGGETT","MD","H","NULL","NULL",1391,1391
"1695",1538114434,1245368943,352,912,14.591,33.742,"General Acute Care Hospital","Internal Medicine","Nephrology","HENDERSONVILLE HOSPITAL CORPORATION","SUNDARARAJAN VENKATESH","M.D.","NULL","NULL","NULL",1391,1391
"1696",1538114434,1083665962,330,679,9.573,32.787,"General Acute Care Hospital","Internal Medicine","Gastroenterology","HENDERSONVILLE HOSPITAL CORPORATION","SCOTT HANDE","MD","ALAN","MR.","NULL",1391,1391
"1697",1538114434,1588684104,69,104,47.923,62.444,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","JEFFREY JORDAN","MD, MBA","SCOTT","DR.","NULL",1391,1391
"1698",1538114434,1144383738,55,81,23.074,32.686,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","PAUL DAUGHERTY","MD","S","NULL","NULL",1385,1391
"1699",1538114434,1487778635,104,129,21.109,43.203,"General Acute Care Hospital","Family Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","MALINDA LINN","DO","DAWN","DR.","NULL",1391,1391
"1700",1538114434,1154313708,75,101,17.327,33.467,"General Acute Care Hospital","Internal Medicine","Nephrology","HENDERSONVILLE HOSPITAL CORPORATION","B. DUNN","M.D.","RENTZ","NULL","JR.",1393,1391
"1701",1538114434,1225027014,1087,1546,12.716,39.135,"General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HENDERSONVILLE HOSPITAL CORPORATION","PAUL KUDELKO","DO","EDWARD","DR.","II",1391,1391
"1702",1538114434,1134154461,71,124,21.871,41.292,"General Acute Care Hospital","Internal Medicine","NULL","HENDERSONVILLE HOSPITAL CORPORATION","PAUL PORTER","M.D.","R.","DR.","NULL",1391,1391
